CA;ODS;Indicador;Descripción;Año;Valor
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;2012;1,07
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;2013;1,08
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;2014;1,06
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;2015;1,02
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;2016;0,92
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;2017;0,92
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.1.1;Gastos en investigación y desarrollo en proporción al PIB;2018;0,92
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2010;1814,338262
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2011;1749,040316
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2012;1703,443879
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2013;1653,471263
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2014;1587,193003
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2015;1608,294786
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2016;1571,751617
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2017;1656,483356
ANDALUCÍA;Industria, tinnovación e infraestructura;9.5.2.1;Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes;2018;1706,759385
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2010;99,92119158
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2011;99,90306164
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2012;99,89751473
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2013;99,94734995
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2014;99,88512857
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2015;99,91877256
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2016;99,92513569
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2017;99,89331782
ARAGÓN;Salud y bienestar;3.1.2.1;Proporción de partos atendidos por personal sanitario especializado;2018;99,96932202
ARAGÓN;Fin de la pobreza;1.2.1.1;;2010;14,2
ARAGÓN;Fin de la pobreza;1.2.1.1;;2011;15,5
ARAGÓN;Fin de la pobreza;1.2.1.1;;2012;14,5
ARAGÓN;Fin de la pobreza;1.2.1.1;;2013;16,1
ARAGÓN;Fin de la pobreza;1.2.1.1;;2014;16,9
ARAGÓN;Fin de la pobreza;1.2.1.1;;2015;14,4
ARAGÓN;Fin de la pobreza;1.2.1.1;;2016;15,7
ARAGÓN;Fin de la pobreza;1.2.1.1;;2017;13,3
ARAGÓN;Fin de la pobreza;1.2.1.1;;2018;14,2
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2010;19,1
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2011;21,8
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2012;19,3
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2013;21,7
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2014;23,2
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2015;20,6
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2016;22,6
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2017;17
ARAGÓN;Fin de la pobreza;1.2.1.1_1;Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma;2018;17,5
ARAGÓN;Fin de la pobreza;1.2.1.2;;2010;12,1444
ARAGÓN;Fin de la pobreza;1.2.1.2;;2011;14,6343
ARAGÓN;Fin de la pobreza;1.2.1.2;;2012;13,571
ARAGÓN;Fin de la pobreza;1.2.1.2;;2013;14,8048
ARAGÓN;Fin de la pobreza;1.2.1.2;;2014;13,7541
ARAGÓN;Fin de la pobreza;1.2.1.2;;2015;12,0088
ARAGÓN;Fin de la pobreza;1.2.1.2;;2016;15,2439
ARAGÓN;Fin de la pobreza;1.2.1.2;;2017;10,1573
ARAGÓN;Fin de la pobreza;1.2.1.2;;2018;12,889
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2010;15,171
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2011;17,0945
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2012;17,8502
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2013;19,2649
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2014;18,8193
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2015;18,7458
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2016;18,4777
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2017;13,9234
ARAGÓN;Fin de la pobreza;1.2.1.2_1;;2018;14,7325
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2010;17,5
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2011;18,6
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2012;18,4
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2013;19,8
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2014;20,7
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2015;17,7
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2016;18,7
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2017;15,8
ARAGÓN;Fin de la pobreza;1.2.2.1;Población en riesgo de pobreza o exclusión social: indicador AROPE;2018;17,7
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2010;21,9
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2011;24,3
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2012;22,3
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2013;25,2
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2014;26,1
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2015;23
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2016;25
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2017;19,4
ARAGÓN;Fin de la pobreza;1.2.2.1_1;Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma;2018;20,5
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2010;2,4
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2011;0,9
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2012;2,5
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2013;3,3
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2014;4,2
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2015;2,2
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2016;2,9
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2017;0,5
ARAGÓN;Fin de la pobreza;1.2.2.2;Población con carencia material severa;2018;1,2
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2010;5,6
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2011;7,5
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2012;11,8
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2013;10,2
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2014;10,5
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2015;6,9
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2016;7,6
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2017;5,9
ARAGÓN;Fin de la pobreza;1.2.2.3;Población viviendo en hogares con baja intensidad de trabajo;2018;5,6
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2010;0,15
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2011;0
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2012;0,15
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2013;0
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2014;0,08
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2015;0
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2016;0,15
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2017;0,15
ARAGÓN;Fin de la pobreza;1.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2018;0,23
ARAGÓN;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2015;-1,37851505
ARAGÓN;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2016;-0,561810374
ARAGÓN;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2017;1,148128939
ARAGÓN;Reducción de las desigualdades;10.1.1.1;Tasas de crecimiento per cápita de los ingresos de los hogares del 40% más pobre de la población, cogiendo el 40% más pobre de cada Comunidad Autónoma;2018;2,637606163
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2011;0,561315601
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2012;-0,365536758
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2013;-0,965609771
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2014;-0,436762008
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2015;0,418029968
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2016;0,47431846
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2017;0,499298597
ARAGÓN;Reducción de las desigualdades;10.1.1.2;Tasas de crecimiento per cápita de los gastos de los hogares de la población total;2018;1,107372201
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2011;0,482127903
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2012;-1,277000944
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2013;-1,721229114
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2014;-1,178816413
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2015;-0,227064012
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2016;0,394237177
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2017;1,169008641
ARAGÓN;Reducción de las desigualdades;10.1.1.3;Tasas de crecimiento per cápita de los gastos de los hogares del 40% más pobre de la población;2018;-0,182949046
ARAGÓN;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2015;0,755331576
ARAGÓN;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2016;-0,012623234
ARAGÓN;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2017;0,343766505
ARAGÓN;Reducción de las desigualdades;10.1.1.4;Tasas de crecimiento per cápita de los ingresos de los hogares de la población total;2018;-0,053166264
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2010;7,4
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2011;11,6
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2012;10,9
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2013;11,5
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2014;9,5
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2015;8,1
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2016;9,5
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2017;8,2
ARAGÓN;Reducción de las desigualdades;10.2.1.1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos;2018;8,7
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2010;12,8
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2011;15,1
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2012;13,4
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2013;16,1
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2014;16,9
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2015;15,2
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2016;15,4
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2017;10,2
ARAGÓN;Reducción de las desigualdades;10.2.1.1_1;Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, cogiendo mediana de cada comunidad autónoma;2018;10,7
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2010;5,9006
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2011;6,0584
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2012;3,7295
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2013;12,1551
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2014;7,5521
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2015;5,6204
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2016;3,5446
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2017;8,1642
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.1;;2018;9,7844
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2010;5,4428
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2011;7,8249
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2012;7,6671
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2013;9,7702
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2014;9,0815
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2015;6,4331
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2016;5,0288
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2017;4,0582
ARAGÓN;Ciudades y comunidades sostenibles;11.1.1.2;;2018;5,1687
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2010;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2010;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2011;0
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2011;0
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2012;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2012;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2013;0
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2013;0
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2014;0,08
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2014;0,08
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2015;0
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2015;0
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2016;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2016;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2017;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2017;0,15
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2018;0,23
ARAGÓN;Ciudades y comunidades sostenibles;11.5.1.1;Número de personas muertas directamente atribuido a desastres por cada 100.000 habitantes;2018;0,23
ARAGÓN;Acción por el clima;13.1.2.1;;2010;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2010;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2011;0
ARAGÓN;Acción por el clima;13.1.2.1;;2011;0
ARAGÓN;Acción por el clima;13.1.2.1;;2012;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2012;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2013;0
ARAGÓN;Acción por el clima;13.1.2.1;;2013;0
ARAGÓN;Acción por el clima;13.1.2.1;;2014;0,08
ARAGÓN;Acción por el clima;13.1.2.1;;2014;0,08
ARAGÓN;Acción por el clima;13.1.2.1;;2015;0
ARAGÓN;Acción por el clima;13.1.2.1;;2015;0
ARAGÓN;Acción por el clima;13.1.2.1;;2016;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2016;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2017;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2017;0,15
ARAGÓN;Acción por el clima;13.1.2.1;;2018;0,23
ARAGÓN;Acción por el clima;13.1.2.1;;2018;0,23
ARAGÓN;Acción por el clima;13.2.1.1;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita;2017;13,47344484
ARAGÓN;Acción por el clima;13.2.1.1;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes per capita;2018;12,14775338
ARAGÓN;Acción por el clima;13.2.1.2;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB;2017;0,510823498
ARAGÓN;Acción por el clima;13.2.1.2;Total de Emisiones de Gases Efecto Invernadero de las unidades residentes por PIB;2018;0,447362735
ARAGÓN;Paz, justicia e instituciones sólidas;16.1.4.1;Proporción de la población que se siente segura al caminar sola en su zona de residencia ;2013;84,1
ARAGÓN;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2011;35,85768519
ARAGÓN;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2012;35,85768519
ARAGÓN;Hambre cero;2.2.2.1;Proporción de menores de 2 a 17 años con obesidad, sobrepeso o peso insuficiente;2017;36,72663694
ARAGÓN;Hambre cero;2.4.1.1;;2010;3,262204714
ARAGÓN;Hambre cero;2.4.1.1;;2011;3,439243484
ARAGÓN;Hambre cero;2.4.1.1;;2012;2,892239215
ARAGÓN;Hambre cero;2.4.1.1;;2013;2,81631357
ARAGÓN;Hambre cero;2.4.1.1;;2014;2,802579511
ARAGÓN;Hambre cero;2.4.1.1;;2015;2,524512867
ARAGÓN;Hambre cero;2.4.1.1;;2016;2,456576408
ARAGÓN;Hambre cero;2.4.1.1;;2017;2,676130633
ARAGÓN;Hambre cero;2.4.1.1;;2018;2,696391252
ARAGÓN;Hambre cero;2.4.1.1;;2019;2,8686512
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2010;0
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2011;7,930214116
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2012;0
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2013;17,14971703
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2014;8,619203586
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2015;0
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2016;0
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2017;9,49577438
ARAGÓN;Salud y bienestar;3.1.1.1;Tasa de mortalidad materna;2018;0
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2010;4,018547141
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2011;5,154639175
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2012;2,754590985
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2013;2,65820614
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2014;3,189105327
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2015;3,43551797
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2016;3,476987831
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2017;2,848732314
ARAGÓN;Salud y bienestar;3.2.1.1;Tasa de mortalidad de niños menores de 5 años;2018;2,605993786
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2010;1,70015456
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2011;3,251387787
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2012;1,83639399
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2013;1,114731607
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2014;1,292880538
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2015;1,40944327
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2016;1,738493915
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2017;1,804197132
ARAGÓN;Salud y bienestar;3.2.2.1;Tasa de mortalidad neonatal;2018;1,102535832
