"CA","ODS","Indicador","Descripción","Año","Valor"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2010,"4,847748727"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2011,"4,865939764"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2012,"5,187076769"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2013,"5,418836841"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2014,"5,728680654"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2015,"5,896378294"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2016,"5,977008934"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2017,"6,155123819"
"CANARIAS","Salud y bienestar","3.c.1.3","Número de dentistas por cada 10.000 habitantes",2018,"6,343737213"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2010,"11,269441845"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2011,"11,256380853"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2012,"11,295667176"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2013,"11,698256846"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2014,"12,045280094"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2015,"12,528047606"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2016,"12,970295008"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2017,"13,343757235"
"CANARIAS","Salud y bienestar","3.c.1.4","Número de farmacéuticos por cada 10.000 habitantes",2018,"13,575597637"
"CANARIAS","Educación de calidad","4.3.1.1","Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación",2011,"42,62721694"
"CANARIAS","Educación de calidad","4.3.1.1","Personas entre 18 y 64 años de edad que han realizado actividades educativas en los últimos 12 meses según tipo de educación",2016,"44,599701191"
"CANARIAS","Educación de calidad","4.3.1.2",,2010,"12,195238794"
"CANARIAS","Educación de calidad","4.3.1.2",,2011,"11,185850549"
"CANARIAS","Educación de calidad","4.3.1.2",,2012,"11,290418768"
"CANARIAS","Educación de calidad","4.3.1.2",,2013,"11,569708513"
"CANARIAS","Educación de calidad","4.3.1.2",,2014,"9,683114275"
"CANARIAS","Educación de calidad","4.3.1.2",,2015,"8,931641596"
"CANARIAS","Educación de calidad","4.3.1.2",,2016,"8,442154651"
"CANARIAS","Educación de calidad","4.3.1.2",,2017,"9,24399144"
"CANARIAS","Educación de calidad","4.3.1.2",,2018,"10,046614497"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2010,"64,445374955"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2011,"63,650599297"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2012,"65,845199193"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2013,"65,953754046"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2014,"68,969410757"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2015,"70,026353992"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2016,"73,123212476"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2017,"71,796629575"
"CANARIAS","Educación de calidad","4.3.1.3","Porcentaje de los jóvenes (15-24 años) que estudian formación académica o capacitación en las últimas cuatro semanas",2018,"68,995717168"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2010,"20,510921112"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2011,"19,216266171"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2012,"19,594858077"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2013,"19,670113247"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2014,"18,402867051"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2015,"17,93377898"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2016,"18,045843442"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2017,"18,397070009"
"CANARIAS","Educación de calidad","4.3.1.4","Porcentaje de la población de 15 a 64 años que estudian formación académica o capacitación en las últimas cuatro semanas",2018,"18,805575562"
"CANARIAS","Educación de calidad","4.5.1.1","Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2011,"93,692022869"
"CANARIAS","Educación de calidad","4.5.1.1","Índices de paridad (entre mujeres y hombres) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,"88,673977455"
"CANARIAS","Educación de calidad","4.5.1.2","Índices de paridad (personas con limitaciones graves por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses",2016,"9,294817931"
"CANARIAS","Educación de calidad","4.5.1.2_4.5.1.6","Índices de paridad (personas con limitaciones por problemas de salud y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,"70,742565652"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2010,"90,316515148"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2011,"86,2822391"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2012,"90,50926422"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2013,"96,304198139"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2014,"106,699126304"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2015,"104,726578814"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2016,"100,025217132"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2017,"105,044472461"
"CANARIAS","Educación de calidad","4.5.1.3","Índices de paridad (entre zonas rurales y urbanas) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2018,"84,332662652"
"CANARIAS","Educación de calidad","4.5.1.4","Índices de paridad (entre cuartil de riqueza superior e inferior) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses",2016,"45,524106223"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2010,"122,830279952"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2011,"114,750624248"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2012,"114,789547889"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2013,"116,557687435"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2014,"108,811911044"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2015,"116,69506823"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2016,"119,340327794"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2017,"112,065417822"
"CANARIAS","Educación de calidad","4.5.1.5","Índices de paridad (entre mujeres y hombres) de la población de 15 a 64 años que estudian formación académica o capacitación en las cuatro últimas semanas",2018,"115,706746817"
"CANARIAS","Educación de calidad","4.5.1.6","Índices de paridad (personas con limitaciones por problemas de salud pero no graves y personas nada limitadas) de la población, entre 18 y 64 años de edad, que han realizado actividades educativas en los últimos 12 meses ",2016,"85,991088654"
"CANARIAS","Igualdad de género","5.4.1.1","Tiempo dedicado al hogar y familia en un día promedio",2010,"188,326674205"
"CANARIAS","Igualdad de género","5.4.1.2","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2010,"253,048250254"
"CANARIAS","Igualdad de género","5.4.1.3","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2010,"122,908644899"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2011,"29,53010299"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2012,"36,387542212"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2013,"37,654660829"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2014,"36,275127775"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2015,"33,7206906"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2016,"35,439742602"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2017,"31,779140808"
"CANARIAS","Igualdad de género","5.5.2.1","Tiempo dedicado al hogar y familia en un día promedio. Mujeres",2018,"26,287761053"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2011,"26,428055877"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2012,"39,27923585"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2013,"39,389746861"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2014,"29,719836168"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2015,"27,764542612"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2016,"32,240027918"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2017,"35,010017134"
"CANARIAS","Igualdad de género","5.5.2.2","Tiempo dedicado al hogar y familia en un día promedio. Hombres",2018,"28,03739488"
"CANARIAS","Igualdad de género","5.a.1a.1","Porcentaje de titulares de explotaciones agrícolas, respecto al total de trabajadores en la agricultura",2010,"29,77"
"CANARIAS","Igualdad de género","5.a.1a.1","Porcentaje de titulares de explotaciones agrícolas, respecto al total de trabajadores en la agricultura",2014,"33,08"
"CANARIAS","Igualdad de género","5.a.1a.1","Porcentaje de titulares de explotaciones agrícolas, respecto al total de trabajadores en la agricultura",2017,"32,76"
"CANARIAS","Igualdad de género","5.a.1a.2","Porcentaje de hombres titulares de explotaciones agrícolas, respecto al total de hombres trabajadores en la agricultura",2010,"34,76"
"CANARIAS","Igualdad de género","5.a.1a.2","Porcentaje de hombres titulares de explotaciones agrícolas, respecto al total de hombres trabajadores en la agricultura",2014,"34,55"
"CANARIAS","Igualdad de género","5.a.1a.2","Porcentaje de hombres titulares de explotaciones agrícolas, respecto al total de hombres trabajadores en la agricultura",2017,"32,69"
"CANARIAS","Igualdad de género","5.a.1a.3","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de mujeres trabajadoras en la agricultura",2010,"22,06"
"CANARIAS","Igualdad de género","5.a.1a.3","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de mujeres trabajadoras en la agricultura",2014,"30,28"
"CANARIAS","Igualdad de género","5.a.1a.3","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de mujeres trabajadoras en la agricultura",2017,"32,9"
"CANARIAS","Igualdad de género","5.a.1b.1","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de titulares de explotaciones agrícolas",2010,"29,12"
"CANARIAS","Igualdad de género","5.a.1b.1","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de titulares de explotaciones agrícolas",2014,"31,45"
"CANARIAS","Igualdad de género","5.a.1b.1","Porcentaje de mujeres titulares de explotaciones agrícolas, respecto al total de titulares de explotaciones agrícolas",2017,"30,17"
"CANARIAS","Igualdad de género","5.a.1b.2","Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad, respecto al total de titulares de explotaciones agrícolas en propiedad",2010,"30,66"
"CANARIAS","Igualdad de género","5.a.1b.2","Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad, respecto al total de titulares de explotaciones agrícolas en propiedad",2014,"33,24"
"CANARIAS","Igualdad de género","5.a.1b.2","Porcentaje de mujeres titulares de explotaciones agrícolas en propiedad, respecto al total de titulares de explotaciones agrícolas en propiedad",2017,"32,64"
"CANARIAS","Igualdad de género","5.a.1b.3","Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento, respecto al total de titulares de explotaciones agrícolas en arrendamiento",2010,"24,24"
"CANARIAS","Igualdad de género","5.a.1b.3","Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento, respecto al total de titulares de explotaciones agrícolas en arrendamiento",2014,"25,99"
"CANARIAS","Igualdad de género","5.a.1b.3","Porcentaje de mujeres titulares de explotaciones agrícolas en arrendamiento, respecto al total de titulares de explotaciones agrícolas en arrendamiento",2017,"25,88"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2010,"11,44"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2011,"11,56"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2012,"11,58"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2013,"11,83"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2014,"11,84"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2015,"11,98"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2016,"11,6"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2017,"12,11"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.2","Ingreso medio por hora de mujeres",2018,"9,94"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2010,"12,51"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2011,"12,76"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2012,"13,06"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2013,"12,81"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2014,"12,57"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2015,"13,13"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2016,"12,79"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2017,"12,8"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.1.3","Ingreso medio por hora de hombres",2018,"10,48"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2010,"29,150671672"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2011,"29,404824399"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2012,"31,94367012"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2013,"34,345319012"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2014,"31,810525862"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2015,"27,883924475"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2016,"24,377965958"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2017,"21,233394061"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.2","Tasa de desempleo de hombres",2018,"18,901480368"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2010,"27,90690666"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2011,"29,134265502"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2012,"33,323860817"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2013,"33,010574327"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2014,"33,116562102"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2015,"30,555781464"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2016,"27,998981868"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2017,"25,96847124"
"CANARIAS","Trabajo decente y crecimiento económico","8.5.2.3","Tasa de desempleo de mujeres",2018,"21,416806634"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2010,"21,800731064"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2011,"20,393251825"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2012,"23,258756155"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2013,"24,175140418"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2014,"19,81643721"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2015,"17,784668233"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2016,"16,022853747"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2017,"14,286489053"
"CANARIAS","Trabajo decente y crecimiento económico","8.6.1.1","Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2018,"15,672061058"
"CANARIAS","Trabajo decente y crecimiento económico","8.9.1.1","Tasa de crecimiento del PIB generado por el turismo",2017,"11,623691687"
"CANARIAS","Trabajo decente y crecimiento económico","8.9.1.1","Tasa de crecimiento del PIB generado por el turismo",2018,"1,565537254"
"CANARIAS","Trabajo decente y crecimiento económico","8.9.1.2","PIB generado por el turismo en proporción al PIB total",2016,"41,269863233"
"CANARIAS","Trabajo decente y crecimiento económico","8.9.1.2","PIB generado por el turismo en proporción al PIB total",2017,"43,737815383"
"CANARIAS","Trabajo decente y crecimiento económico","8.9.1.2","PIB generado por el turismo en proporción al PIB total",2018,"42,995672749"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2010,"4,522973875"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2011,"4,138121627"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2012,"4,031600926"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2013,"4,205113445"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2014,"3,657875448"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2015,"3,284016815"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2016,"3,67428083"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2017,"2,899502993"
"CANARIAS","Industria, tinnovación e infraestructura","9.2.2.1",,2018,"3,163127512"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2010,"0,326611648"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2011,"0,308298403"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2012,"0,313411048"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2013,"0,293374808"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2014,"0,281837155"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2015,"0,280495555"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2016,"0,281268287"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2017,"0,286047086"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.1","Emisiones de CO2 de las unidades residentes por PIB",2018,"0,277599122"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2010,"0,450880831"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2011,"0,402584581"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2012,"0,471180493"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2013,"0,314368473"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2014,"0,180138202"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2015,"0,123760465"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2016,"0,138659071"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2017,"0,10238866"
"CANARIAS","Industria, tinnovación e infraestructura","9.4.1.2","Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera",2018,"0,097898202"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2010,"0,63"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2011,"0,6"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2012,"0,54"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2013,"0,52"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2014,"0,49"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2015,"0,5"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2016,"0,47"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2017,"0,5"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.1.1","Gastos en investigación y desarrollo en proporción al PIB",2018,"0,47"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2010,"1373,742694779"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2011,"1269,954564882"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2012,"1298,750344609"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2013,"1200,370608289"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2014,"1162,572482617"
"CANARIAS","Industria, tinnovación e infraestructura","9.5.2.1","Número de investigadores (en equivalente a tiempo completo) por cada millón de habitantes",2015,"1022,422447015"
