CA,ODS,Indicador,Descripción,Year,Value
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1,Tasa de crecimiento anual de la productividad,2018,0.61
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2010,4.05
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2011,0.20
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2012,1.37
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2013,1.41
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2014,-0.69
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2015,1.34
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2016,-0.04
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2017,1.29
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.2.1.1.b,Tasa de crecimiento anual de la productividad (horas=,2018,0.31
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2010,12.41
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2011,12.31
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2012,12.28
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2013,12.56
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2014,12.52
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2015,13.08
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2016,13.02
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.2,Ingreso medio por hora de mujeres,2017,13.16
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2010,15.46
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2011,15.73
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2012,15.81
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2013,16.15
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2014,15.88
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2015,16.52
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2016,16.69
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.1.3,Ingreso medio por hora de hombres,2017,17.12
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2010,15.15
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2011,18.31
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2012,21.89
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2013,23.93
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2014,20.14
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2015,19.59
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2016,18.83
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2017,13.51
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2018,12.37
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.2,Tasa de desempleo de hombres,2019,13.31
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2010,16.81
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2011,17.29
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2012,21.75
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2013,24.37
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2014,22.21
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2015,18.60
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2016,16.32
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2017,13.93
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2018,14.92
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.5.2.3,Tasa de desempleo de mujeres,2019,15.13
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2010,17.30
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2011,17.20
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2012,17.38
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2013,17.62
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2014,13.37
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2015,13.10
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2016,14.73
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2017,12.93
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2018,11.30
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.6.1.1,"Proporción de jóvenes (entre 15 y 24 años) que no cursan estudios, no están empleados ni reciben capacitación",2019,10.91
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.9.1.1,Tasa de crecimiento del PIB generado por el turismo,2017,14.49
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.9.1.1,Tasa de crecimiento del PIB generado por el turismo,2018,-4.08
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.9.1.2,PIB generado por el turismo en proporción al PIB total,2016,5.91
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.9.1.2,PIB generado por el turismo en proporción al PIB total,2017,6.48
"ASTURIAS, PRINCIPADO DE",Trabajo decente y crecimiento económico,8.9.1.2,PIB generado por el turismo en proporción al PIB total,2018,6.03
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2010,2998.16
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2011,2829.59
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2012,2506.18
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2013,2434.17
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2014,2401.01
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2015,2499.39
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2016,2552.66
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2017,2873.45
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.1,Valor añadido del sector manufacturero per cápita,2018,3007.11
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2010,14.19
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2011,13.60
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2012,12.56
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2013,12.47
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2014,12.25
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2015,12.21
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2016,12.20
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2017,13.07
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.1.2,Valor añadido del sector manufacturero en proporción al PIB,2018,13.20
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.1,,2014,13.18
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.1,,2015,12.01
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.1,,2016,12.27
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.1,,2017,12.28
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.1,,2018,11.69
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.1,,2019,11.50
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2010,12.62
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2011,12.39
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2012,11.87
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2013,11.41
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2014,11.23
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2015,11.04
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2016,11.30
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2017,11.48
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2,Empleo del sector manufacturero en proporción al empleo total,2018,11.36
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2010,12.68
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2011,12.52
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2012,11.82
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2013,11.42
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2014,11.16
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2015,10.71
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2016,11.20
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2017,11.41
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.2.2.2.b,Empleo del sector manufacturero en proporción al empleo total (horas),2018,11.28
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2010,0.88
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2011,0.98
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2012,1.09
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2013,1.10
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2014,1.13
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2015,1.35
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2016,1.07
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2017,1.12
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.1,Emisiones de CO2 de las unidades residentes por PIB,2018,1.01
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2010,2.71
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2011,2.74
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2012,2.70
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2013,2.82
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2014,2.93
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2015,2.98
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2016,2.89
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2017,2.69
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.4.1.2,Emisiones de CO2 de las unidades residentes por unidad de valor añadido. Industria Manufacturera,2018,2.47
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2010,1.05
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2011,0.97
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2012,0.92
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2013,0.89
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2014,0.83
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2015,0.74
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2016,0.74
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2017,0.81
"ASTURIAS, PRINCIPADO DE","Industria, tinnovación e infraestructura",9.5.1.1,Gastos en investigación y desarrollo en proporción al PIB,2018,0.81
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2010,99.94
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2011,99.93
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2012,99.87
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2013,99.97
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2014,99.93
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2015,99.95
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2016,99.92
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2017,99.92
"BALEARS, ILLES",Salud y bienestar,3.1.2.1,Proporción de partos atendidos por personal sanitario especializado,2018,99.96
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2010,22.70
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2011,21.00
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2012,19.90
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2013,19.80
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2014,17.90
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2015,21.70
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2016,15.50
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2017,21.30
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1,,2018,15.40
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2010,25.00
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2011,23.50
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2012,20.50
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2013,19.80
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2014,19.40
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2015,25.90
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2016,18.80
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2017,20.80
"BALEARS, ILLES",Fin de la pobreza,1.2.1.1_1,Población en riesgo de pobreza relativa (ingresos < 60% mediana). Mediana de cada comunidad autónoma,2018,21.60
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2010,22.14
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2011,17.90
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2012,20.61
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2013,19.50
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2014,18.38
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2015,21.99
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2016,15.97
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2017,23.77
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2,,2018,12.80
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2010,21.64
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2011,17.90
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2012,20.61
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2013,18.31
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2014,19.02
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2015,24.58
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2016,17.75
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2017,23.96
"BALEARS, ILLES",Fin de la pobreza,1.2.1.2_1,,2018,18.39
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2010,26.00
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2011,26.70
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2012,25.10
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2013,27.80
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2014,23.80
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2015,26.30
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2016,19.10
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2017,24.70
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1,Población en riesgo de pobreza o exclusión social: indicador AROPE,2018,18.10
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2010,28.20
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2011,27.90
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2012,25.80
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2013,27.80
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2014,25.30
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2015,30.40
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2016,21.20
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2017,24.30
"BALEARS, ILLES",Fin de la pobreza,1.2.2.1_1,"Población en riesgo de pobreza o exclusión social: indicador AROPE, considerando la mediana de cada comunidad autónoma",2018,23.40
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2010,4.70
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2011,7.40
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2012,7.90
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2013,10.40
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2014,9.80
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2015,7.70
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2016,3.70
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2017,6.90
"BALEARS, ILLES",Fin de la pobreza,1.2.2.2,Población con carencia material severa,2018,5.30
"BALEARS, ILLES",Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2010,11.20
"BALEARS, ILLES",Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2011,13.10
"BALEARS, ILLES",Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2012,10.50
"BALEARS, ILLES",Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2013,7.10
"BALEARS, ILLES",Fin de la pobreza,1.2.2.3,Población viviendo en hogares con baja intensidad de trabajo,2014,7.50
